file_number,object_def_description,licence_number,application_status,latitude,longitude,premises_name,street_address,city,province,postal_code,address,public_notice_deadline,is_latest_version,licence_status,application_type,licence_type_en,application_status_fr,areas,address_id
1193914,NA,CRSA1206578,Authorized to Open,48.4015767485429,-89.2455829116507,HAPPY LIFE,1170 MEMORIAL AVE,THUNDER BAY,ON,P7B5K5,"1170 MEMORIAL AVE, THUNDER BAY, ON, P7B5K5",9/17/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,203777
1194234,NA,CRSA1207260,Authorized to Open,43.2446100158825,-79.8083899914326,Mystic's Cannabis,135 KENILWORTH AVE N,HAMILTON,ON,L8H4R7,"135 KENILWORTH AVE N, HAMILTON, ON, L8H4R7",6/24/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81135648
1194270,NA,CRSA1206312,Authorized to Open,45.0295500015046,-74.7332399872752,Tokyo Smoke - Cornwall,61 NINTH ST E UNIT 3,CORNWALL,ON,K6H6R3,"61 NINTH ST E UNIT 3, CORNWALL, ON, K6H6R3",12/21/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,83776084
1194272,NA,CRSA1206313,Authorized to Open,44.3385525299693,-79.7091760574958,Tokyo Smoke Barrie Essa Road,555 ESSA RD,BARRIE,ON,L4N6A9,"555 ESSA RD, BARRIE, ON, L4N6A9",6/15/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,127728
1194751,NA,CRSA1206722,Authorized to Open,43.7639237943046,-79.4889137525536,Highlife on Finch Retail,1295 FINCH AVE W UNIT 1,NORTH YORK,ON,M3J2G5,"1295 FINCH AVE W UNIT 1, NORTH YORK, ON, M3J2G5",1/1/1900 12:00:00 AM,Y,Active,Change Application  - Legal Entity Change - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,68274464
1194915,NA,CRSA1206449,Authorized to Open,43.8479171720651,-79.0738145290107,The Hunny Pot Cannabis Co,1899 BROCK RD UNIT H3,PICKERING,ON,L1V4H7,"1899 BROCK RD UNIT H3, PICKERING , ON,  L1V4H7",7/3/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82650436
1195223,NA,CRSA1206409,Authorized to Open,43.47713000303,-80.5338499976945,Phoenix Cannabis,288 ALBERT ST UNIT 101,WATERLOO,ON,N2L0G9,"288 ALBERT ST UNIT 101, WATERLOO, ON, N2L0G9",7/14/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82295340
1195833,NA,CRSA1206666,Authorized to Open,43.7136399856366,-79.3654299617584,The Happy Spliff,856 EGLINTON AVE E UNIT A,EAST YORK,ON,M4G2L1,"856 EGLINTON AVE E UNIT A, EAST YORK, ON, M4G2L1",7/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80830128
1195893,NA,CRSA1172494,Authorized to Open,43.7202491984821,-79.6138852146978,TREES CANNABIS,680 REXDALE BLVD UNIT 5,ETOBICOKE,ON,M9W0B5,"680 REXDALE BLVD UNIT 5, ETOBICOKE, ON, M9W0B5",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44308545
1195899,NA,CRSA1172413,Authorized to Open,43.7027998267934,-79.7590680327772,TREES CANNABIS,131 KENNEDY RD N UNIT 1,BRAMPTON,ON,L6V1X9,"131 KENNEDY RD N UNIT 1, BRAMPTON, ON, L6V1X9",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44399758
1196003,NA,CRSA1206471,Authorized to Open,43.4502699847567,-80.491000032281,Stash & Co.,95 KING ST W UNIT 100,KITCHENER,ON,N2G1A7,"95 KING ST W UNIT 100, KITCHENER, ON, N2G1A7",6/17/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80738363
1196618,NA,CRSA1208177,Authorized to Open,43.660140015958,-79.4807500296648,Olive Jar,554 ANNETTE ST,TORONTO,ON,M6S2C2,"554 ANNETTE ST, TORONTO, ON, M6S2C2",10/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81579674
1196762,NA,CRSA1192657,Authorized to Open,43.7685899826552,-79.3814399835567,Paradise AIR,650 SHEPPARD AVE E UNIT 7,NORTH YORK,ON,M2K3E4,"650 SHEPPARD AVE E UNIT 7, NORTH YORK, ON, M2K3E4",1/1/1900 12:00:00 AM,Y,Active,Change Application - Other Change(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80780518
1196780,NA,CRSA1206587,Authorized to Open,44.901569990861,-75.1807300165206,Morrisburg cannabis,137 MAIN STREET,MORRISBURG,ON,K0C1X0,"137 MAIN STREET, MORRISBURG, ON, K0C1X0",10/1/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80794143
1196956,NA,CRSA1208378,Authorized to Open,43.7686199898685,-79.5525400245341,Red Star Cannabis Co.,5235 STEELES AVE W UNIT 4,NORTH YORK,ON,M9L2W2,"5235 STEELES AVE W UNIT 4, NORTH YORK, ON, M9L2W2",7/13/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81707837
1197006,NA,CRSA1206687,Authorized to Open,43.7954999989809,-79.2317800127118,Northern Tokes,5780 SHEPPARD AVE E UNIT 62,SCARBOROUGH,ON,M1B5J6,"5780 SHEPPARD AVE E UNIT 62, SCARBOROUGH, ON, M1B5J6",6/16/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81787765
1197131,NA,CRSA1206598,Authorized to Open,44.2595439794829,-76.9695813118661,KIARO CANNABIS,89 JIM KIMMETT BLVD,NAPANEE,ON,K7R3L1,"89 JIM KIMMETT BLVD, NAPANEE, ON, K7R3L1",6/29/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80796963
1197267,NA,CRSA1206691,Authorized to Open,43.4195899979303,-80.4439300300758,DAB GLASS,509 WILSON AVE SUITE 6,KITCHENER,ON,N2C2M4,"509 WILSON AVE SUITE 6, KITCHENER, ON, N2C2M4",6/26/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80845209
1197744,NA,CRSA1219532,Authorized to Open,43.6451771723699,-79.3896996525189,Ma Cannabis,234 WELLINGTON ST W,TORONTO,ON,M5V3W1,"234 WELLINGTON ST W, TORONTO, ON, M5V3W1",10/24/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,117077
1198191,NA,CRSA1206682,Authorized to Open,44.2968736270653,-77.5469847625756,STIRLING CANNABIS,28 MILL STREET,STIRLING,ON,K0K 3E0,"28 MILL STREET, STIRLING, ON, K0K 3E0",6/17/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80840769
1198768,NA,CRSA1206732,Authorized to Open,45.227100018052,-75.6863900347084,Highties Cannabis Store,5511 MANOTICK MAIN ST UNIT 5,MANOTICK,ON,K4M0E2,"5511 MANOTICK MAIN ST UNIT 5, MANOTICK, ON, K4M0E2",6/25/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81069258
1198956,NA,CRSA1206747,Authorized to Open,42.906530016524,-78.9301800257201,Canna Cabana,450 GARRISON RD UNIT 100,FORT ERIE,ON,L2A1N2,"450 GARRISON RD UNIT 100, FORT ERIE, ON, L2A1N2",7/7/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80880341
1198961,NA,CRSA1206879,Authorized to Open,48.7639599846508,-91.6204700300565,Ideal Buds (Atikokan),100 MERCURY AVENUE WEST,ATIKOKAN,ON,P0T 1C0,"100 MERCURY AVENUE WEST, ATIKOKAN, ON, P0T 1C0",7/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80935402
1198964,NA,CRSA1226812,Authorized to Open,43.885500013775,-81.3124699617328,Naturally Bongins,"11 VETERANS ROAD, UNIT B",WINGHAM,ON,N0G2W0,"11 VETERANS ROAD, UNIT B, WINGHAM, ON, N0G2W0",12/8/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,91335958
1199348,NA,CRSA1206821,Authorized to Open,44.4777499951784,-77.313780038298,Tweed Cannabis,308 VICTORIA ST NORTH,TWEED,ON,K0K 3J0,"308 VICTORIA ST NORTH, TWEED, ON, K0K 3J0",6/19/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80901063
1200013,NA,CRSA1207874,Authorized to Open,43.5664572770432,-80.2154988225405,The Potery,115 STARWOOD DR,GUELPH,ON,N1E7J9,"115 STARWOOD DR, GUELPH, ON, N1E7J9",7/10/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81434437
1200720,NA,CRSA1207092,Authorized to Open,44.2820089619426,-78.3448050607653,One Plant Peterborough Landsdowne,999 LANSDOWNE ST W UNIT 8,PETERBOROUGH,ON,K9J8N2,"999 LANSDOWNE ST W UNIT 8, PETERBOROUGH, ON, K9J8N2",6/26/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,130666
1201050,NA,CRSA1206979,Authorized to Open,43.1874399879889,-79.2070799689773,Canada Buds,595 CARLTON ST UNIT 28,ST CATHARINES,ON,L2M4Y2,"595 CARLTON ST UNIT 28, ST CATHARINES, ON, L2M4Y2",7/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80980462
1201279,NA,CRSA1207036,Authorized to Open,43.7436561251946,-79.2170275644006,STONECROP CANNABIS,3226 EGLINTON AVE E,SCARBOROUGH,ON,M1J2H6,"3226 EGLINTON AVE E, SCARBOROUGH, ON, M1J2H6",7/10/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,24189316
1201568,NA,CRSA1207127,Authorized to Open,45.3534600163593,-75.6488700377051,Purple Meadow Cannabis,2430 BANK ST UNIT 6,OTTAWA,ON,K1V0T7,"2430 BANK ST UNIT 6, OTTAWA, ON, K1V0T7",6/19/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81060667
1201900,NA,CRSA1207037,Authorized to Open,44.477250014654,-77.3123199945839,OLYMPIA CANNABIS TWEED (O/C TWEED),233 VICTORIA ST N UNIT 1,TWEED,ON,K0K 3J0,"233 VICTORIA ST N UNIT 1, TWEED, ON, K0K 3J0",6/16/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81070269
1202118,NA,CRSA1207052,Authorized to Open,45.4058800197234,-75.702239962156,Twist Cannabis,565 BRONSON AVE,OTTAWA,ON,K1R6K2,"565 BRONSON AVE, OTTAWA, ON, K1R6K2",8/25/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81019773
1202269,NA,CRSA1207214,Authorized to Open,43.2524700198567,-79.9388900212659,In Bloom Cannabis,1831 MAIN ST W UNIT A,HAMILTON,ON,L8S1H6,"1831 MAIN ST W UNIT A, HAMILTON, ON, L8S1H6",8/11/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81789085
1202348,NA,CRSA1207112,Authorized to Open,44.137190000218,-77.5855899870329,TRENTON CANNABIS,255 GLEN MILLER RD UNIT 4,TRENTON,ON,K8V5P8,"255 GLEN MILLER RD UNIT 4, TRENTON, ON, K8V5P8",6/19/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81072834
1202662,NA,CRSA1207095,Authorized to Open,43.0921691646083,-79.0759382667492,Offside Cannabis,5719 VICTORIA AVE,NIAGARA FALLS,ON,L2G3L5,"5719 VICTORIA AVE, NIAGARA FALLS, ON, L2G3L5",6/27/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,67104
1203109,NA,CRSA1207261,Authorized to Open,43.2311855,-79.8018208,Mystic's Cannabis,2141 KING ST E,HAMILTON,ON,L8K1W5,"2141 KING ST E, HAMILTON, ON, L8K1W5",6/23/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,32026343
1203274,NA,CRSA1207139,Authorized to Open,44.0057999799055,-77.8868199968183,Speakeasy Cannabis Colborne,33 KING ST E,COLBORNE,ON,K0K 1S0,"33 KING ST E, COLBORNE, ON, K0K 1S0",6/26/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81073106
1203454,NA,CRSA1208276,Authorized to Open,46.3290860422277,-79.4644253906063,GOLDEN HARVEST,71 17 HWY W,NORTH BAY,ON,P1B8G5,"71 17 HWY W, NORTH BAY, ON, P1B8G5",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,24243775
1203486,NA,CRSA1207580,Authorized to Open,43.3343799893439,-79.8938500321907,ROYAL LEAFS WATERDOWN,40 MAIN ST N,WATERDOWN,ON,L0R 2H0,"40 MAIN ST N, WATERDOWN, ON, L0R 2H0",7/7/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82849976
1203826,NA,CRSA1207229,Authorized to Open,43.3527491638547,-81.4820383528414,Chill Cannabis,8A WELLINGTON ST W SS 2,EXETER,ON,N0M1S2,"8A WELLINGTON ST W SS 2, EXETER, ON, N0M1S2",6/18/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81119063
1203901,NA,CRSA1207246,Authorized to Open,45.6101758453199,-74.6072830681934,SHINYBUD CANNABIS CO. 299 MAIN,299 MAIN ST E,HAWKESBURY,ON,K6A1A6,"299 MAIN ST E, HAWKESBURY, ON, K6A1A6",1/1/1900 12:00:00 AM,Y,Active,Change Application  - Legal Entity Change - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80928191
1204101,NA,CRSA1207201,Authorized to Open,45.4048657951118,-75.6263269127915,HeavenlyHemp,1727A ST. LAURENT BLVD,OTTAWA,ON,K1G3V4,"1727A ST. LAURENT BLVD, OTTAWA, ON, K1G3V4",12/1/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81105896
1204110,NA,CRSA1207198,Authorized to Open,43.9711145875857,-78.2003235761372,Inspired Cannabis Co,1111 ELGIN ST W UNIT F,COBOURG,ON,K9A5H7,"1111 ELGIN ST W UNIT F, COBOURG, ON, K9A5H7",6/30/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81105300
1205187,NA,CRSA1208043,Authorized to Open,48.4054509710083,-89.2412488781904,ONE PLANT THUNDER BAY,911 FORT WILLIAM RD UNIT 4,THUNDER BAY,ON,P7B 3A6,"911 FORT WILLIAM RD UNIT 4 , THUNDER BAY , ON , P7B 3A6",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,71452973
1205392,NA,CRSA1207586,Authorized to Open,44.1543896890507,-79.8675688717277,CANNACO - THE CANNABIS COMPANY,42 VICTORIA ST E,ALLISTON,ON,L9R 1T4,"42 VICTORIA ST E, ALLISTON, ON, L9R 1T4",7/9/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81605630
1205438,NA,CRSA1207362,Authorized to Open,42.9500613480289,-79.8586564295064,Capturing Eden,11B CAYUGA STREET N,CAYUGA,ON,N0B1E0,"11B CAYUGA STREET N, CAYUGA, ON, N0B1E0",6/30/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81171937
1205479,NA,CRSA1207363,Authorized to Open,43.0892700064412,-79.1356099951713,Capturing Eden,8209 LUNDY'S LANE UNIT B,NIAGARA FALLS,ON,L2H1H3,"8209 LUNDY'S LANE UNIT B, NIAGARA FALLS, ON, L2H1H3",7/7/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82822171
1206161,NA,CRSA1207406,Authorized to Open,43.6145500063964,-79.556659981402,Spiritleaf,1750 THE QUEENSWAY UNIT 5,ETOBICOKE,ON,M9C5H5,"1750 THE QUEENSWAY UNIT 5, ETOBICOKE, ON, M9C5H5",7/23/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81195513
1206674,NA,CRSA1207459,Authorized to Open,43.684960004726904,-79.7461599762301,Crown Leaf,75 CLARENCE ST,BRAMPTON,ON,L6W1S5,"75 CLARENCE ST, BRAMPTON, ON, L6W1S5",7/15/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81219084
1207421,NA,CRSA1207514,Authorized to Open,43.4580599998394,-80.4853600172723,Zen Cannabis,280 VICTORIA ST N UNIT 4,KITCHENER,ON,N2H5E2,"280 VICTORIA ST N UNIT 4, KITCHENER, ON, N2H5E2",6/18/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,78286137
1207464,NA,CRSA1229927,Authorized to Open,43.6590699821986,-79.4880899784565,ZEN CANNABIS,425 JANE ST SUITE 1,YORK,ON,M6S3Z7,"425 JANE ST SUITE 1, YORK, ON, M6S3Z7",1/28/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,92751418
1208035,NA,CRSA1207564,Authorized to Open,43.6099117516841,-79.5607194560218,Tokyo Smoke Sherway,25 THE WEST MALL UNIT 1723,ETOBICOKE,ON,M9C 1B8,"25 THE WEST MALL UNIT 1723, ETOBICOKE, ON, M9C 1B8",7/22/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,83723236
1208184,NA,CRSA1207667,Authorized to Open,44.2989730289345,-78.5597207094604,KAWARTHA SMOKE,1 KING ST E,OMEMEE,ON,K0L 2W0,"1 KING ST E, OMEMEE, ON, K0L 2W0",7/8/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81324789
1208569,NA,CRSA1207626,Authorized to Open,43.6440499888938,-79.4008500405591,Mind Flower Cannabis Co.,615 KING ST W,TORONTO,ON,M5V1M5,"615 KING ST W, TORONTO, ON, M5V1M5",8/21/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81311978
1208606,NA,CRSA1207630,Authorized to Open,45.2343799943264,-76.1822200083091,Pop's Cannabis Co. Almonte,401 OTTAWA ST UNIT 6,ALMONTE,ON,K0A1A0,"401 OTTAWA ST UNIT 6, ALMONTE, ON, K0A1A0",8/18/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81314346
1208713,NA,CRSA1193341,Authorized to Open,43.7080000125375,-79.7334599679957,CANNA CABANA,148 WEST DR UNIT C108,BRAMPTON,ON,L6T5P1,"148 WEST DR UNIT C108, BRAMPTON, ON, L6T5P1",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,70829553
1208830,NA,CRSA1210605,Authorized to Open,43.2567499872561,-79.934630002796,Bongbaba Cannabis Culture,1685 MAIN ST W SUITE 80,HAMILTON,ON,L8S1G5,"1685 MAIN ST W SUITE 80, HAMILTON, ON, L8S1G5",8/15/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,83060016
1210270,NA,CRSA1193299,Authorized to Open,43.5382800100084,-79.8710800054814,CANNA CABANA,1155 MAPLE AVE UNIT F014,MILTON,ON,L9T0A5,"1155 MAPLE AVE UNIT F014, MILTON, ON, L9T0A5",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,70821215
1210282,NA,CRSA1196815,Authorized to Open,43.3719499843996,-79.7612299675873,THE FARMHOUSE CANNABIS CO.,666 APPLEBY LINE SUITE C101,BURLINGTON,ON,L7L5Y3,"666 APPLEBY LINE SUITE C101, BURLINGTON, ON, L7L5Y3",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,75061216
1210647,NA,CRSA1207871,Authorized to Open,44.5785334650721,-78.17828345373,Buzzed Buds,5584 HWY 28 UNIT 3,WOODVIEW,ON,K0L3E0,"5584 HWY 28 UNIT 3, WOODVIEW, ON, K0L3E0",7/28/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81669921
1210934,NA,CRSA1195944,Authorized to Open,42.9735759169692,-82.4078418453162,PARAMOUNT CANNABIS COMPANY,208 FRONT ST N,SARNIA,ON,N7T5S5,"208 FRONT ST N, SARNIA, ON, N7T5S5",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44458098
1210937,NA,CRSA1172670,Authorized to Open,42.3264981896141,-82.9396536625145,PARAMOUNT CANNABIS COMPANY,1149-1151 LAUZON ROAD,WINDSOR,ON,N8S 3M9,"1149-1151 LAUZON ROAD, WINDSOR, ON, N8S 3M9",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,77936433
1211160,NA,CRSA1209774,Authorized to Open,43.660143478176,-79.3438888432225,Fire & Flower Cannabis Co.,859 QUEEN ST E,TORONTO,ON,M4M1J2,"859 QUEEN ST E, TORONTO, ON, M4M1J2",12/8/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82465158
1211412,NA,CRSA1209773,Authorized to Open,43.6502300080146,-79.3694100246622,Fire & Flower Cannabis Co.,132 FRONT ST E UNIT E,TORONTO,ON,M5A1E2,"132 FRONT ST E UNIT E, TORONTO, ON, M5A1E2",8/6/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82465112
1211417,NA,CRSA1209771,Authorized to Open,43.6260400030883,-79.5048100312729,Fire & Flower Cannabis Co.,764 THE QUEENSWAY,ETOBICOKE,ON,M8Z0E8,"764 THE QUEENSWAY, ETOBICOKE, ON, M8Z0E8",9/30/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82465016
1211419,NA,CRSA1209770,Authorized to Open,43.6788200091938,-79.3446199592876,Fire & Flower Cannabis Co.,659 DANFORTH AVE UNIT 2,TORONTO,ON,M4J1L2,"659 DANFORTH AVE UNIT 2, TORONTO, ON, M4J1L2",7/20/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,91475879
1211420,NA,CRSA1207927,Authorized to Open,45.2242300124952,-75.6833899839238,Natural Mystic Cannabis & CBD,5556 MANOTICK MAIN ST UNIT 4,OTTAWA,ON,K4M1A4,"5556 MANOTICK MAIN ST UNIT 4, OTTAWA, ON, K4M1A4",6/27/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81916745
1211938,NA,CRSA1189010,Authorized to Open,43.2551154,-79.8316008,Matrix Cannabis Company,774 BARTON ST E,HAMILTON,ON,L8L3B1,"774 BARTON ST E, HAMILTON, ON, L8L3B1",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,32021722
1212450,NA,CRSA1209768,Authorized to Open,43.6329600185309,-79.8785600158752,Fire & Flower Cannabis Co.,333 MOUNTAINVIEW RD S UNIT 7 & 8,GEORGETOWN,ON,L7G6E8,"333 MOUNTAINVIEW RD S UNIT 7 & 8, GEORGETOWN, ON, L7G6E8",7/15/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82606558
1212702,NA,CRSA1208007,Authorized to Open,44.746357273389,-78.0993755309965,The Underground,10020 HWY 28,APSLEY,ON,K0L1A0,"10020 HWY 28, APSLEY, ON, K0L1A0",7/3/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81498431
1212776,NA,CRSA1209763,Authorized to Open,43.773609988286,-79.4920999647547,Fire & Flower Cannabis Co.,4205 KEELE ST UNIT 20,NORTH YORK,ON,M3J3T8,"4205 KEELE ST UNIT 20, NORTH YORK, ON, M3J3T8",12/23/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82464570
